Artist,Average_Rating,Genre
erik friedlander,8.0,experimental
feedtime,8.0,experimental
fennesz daniell buck,8.0,experimental
gabi,8.0,experimental
harry bertoia,8.0,experimental
henry cow,8.0,experimental
hieroglyphic being,8.0,experimental
jenny hval,8.0,experimental
"jim black, ellery eskelin, andrea parkins",8.0,experimental
john wiese,8.0,experimental
jon mueller,8.0,experimental
kaitlyn aurelia smith,8.0,experimental
kk null,8.0,experimental
kurt stenzel,8.0,experimental
lake of dracula,8.0,experimental
laraaji,8.0,experimental
mario diaz de leon,8.0,experimental
mi ami,8.0,experimental
michael gordon,8.0,experimental
milton babbitt,8.0,experimental
"okkyung lee, christian marclay",8.0,experimental
original silence,8.0,experimental
paul lansky,8.0,experimental
pyramids,8.0,experimental
roly porter,8.0,experimental
"scanner, david toop, i/03",8.0,experimental
serpentwithfeet,8.0,experimental
sparklehorse,8.0,experimental
"tatsuya yoshida, satoko fujii",8.0,experimental
"the angels of light, akron/family",8.0,experimental
the nels cline singers,8.0,experimental
the raincoats,8.0,experimental
"tom carter, pat murano",8.0,experimental
vampillia,8.0,experimental
wild flag,8.0,experimental
yamantaka // sonic titan,8.0,experimental
zu,8.0,experimental
jhann jhannsson,7.99,experimental
colin stetson,7.98,experimental
marnie stern,7.98,experimental
philip jeck,7.98,experimental
prurient,7.98,experimental
david lang,7.97,experimental
merzbow,7.97,experimental
pete swanson,7.97,experimental
the breeders,7.97,experimental
the eternals,7.97,experimental
blood on the wall,7.95,experimental
high places,7.95,experimental
john adams,7.95,experimental
ruins,7.95,experimental
ui,7.95,experimental
women,7.95,experimental
boredoms,7.94,experimental
wolf eyes,7.94,experimental
abe vigoda,7.93,experimental
bill orcutt,7.93,experimental
crystal stilts,7.93,experimental
man man,7.93,experimental
the dead c,7.93,experimental
john zorn,7.91,experimental
superchunk,7.91,experimental
annette peacock,7.9,experimental
avey tare,7.9,experimental
axolotl,7.9,experimental
azeda booth,7.9,experimental
"bitchin bajas, natural information society",7.9,experimental
black eyes,7.9,experimental
"bonnie prince billy, bitchin bajas",7.9,experimental
clockcleaner,7.9,experimental
coil,7.9,experimental
comet gain,7.9,experimental
dave douglas,7.9,experimental
derek bailey,7.9,experimental
dylan ettinger,7.9,experimental
"fred lonberg-holm, jim orourke, weasel walter",7.9,experimental
"gregg bendian, nels cline",7.9,experimental
horse lords,7.9,experimental
huerco s.,7.9,experimental
j mascis,7.9,experimental
jonny greenwood,7.9,experimental
josef k,7.9,experimental
ken thomson,7.9,experimental
"kronos quartet, bryce dessner",7.9,experimental
lau nau,7.9,experimental
lydia ainsworth,7.9,experimental
mars,7.9,experimental
"masayoshi fujita, jan jelinek",7.9,experimental
matmos,7.9,experimental
old time relijun,7.9,experimental
pink and brown,7.9,experimental
"richard youngs, makoto kawabata",7.9,experimental
robert ashley,7.9,experimental
the austerity program,7.9,experimental
winter family,7.9,experimental
black dice,7.88,experimental
ooioo,7.88,experimental
clinic,7.87,experimental
nat baldwin,7.87,experimental
oval,7.87,experimental
rangda,7.87,experimental
daniel menche,7.86,experimental
bing & ruth,7.85,experimental
boris,7.85,experimental
"fennesz, sakamoto",7.85,experimental
sun araw,7.85,experimental
xiu xiu,7.85,experimental
blank dogs,7.83,experimental
six organs of admittance,7.83,experimental
stereolab,7.82,experimental
the sea and cake,7.82,experimental
thurston moore,7.82,experimental
anna von hausswolff,7.8,experimental
"big'n, oxes",7.8,experimental
biosphere,7.8,experimental
blackout beach,7.8,experimental
"blues control, laraaji",7.8,experimental
daniel wohl,7.8,experimental
david lynch,7.8,experimental
dead can dance,7.8,experimental
elder ones,7.8,experimental
flasher,7.8,experimental
fursaxa,7.8,experimental
gauntlet hair,7.8,experimental
glitterbust,7.8,experimental
gowns,7.8,experimental
happy birthday,7.8,experimental
harold budd,7.8,experimental
ignatz,7.8,experimental
jeff bridges,7.8,experimental
jefre cantu-ledesma,7.8,experimental
"jonny greenwood, bryce dessner",7.8,experimental
june of 44,7.8,experimental
keiji haino,7.8,experimental
keith rowe,7.8,experimental
kjartan sveinsson,7.8,experimental
landed,7.8,experimental
"lisa gerrard, patrick cassidy",7.8,experimental
lubomyr melnyk,7.8,experimental
m.c. schmidt,7.8,experimental
maja ratkje,7.8,experimental
marielle v. jakobsons,7.8,experimental
mary lattimore,7.8,experimental
nils frahm,7.8,experimental
"oneida, rhys chatham",7.8,experimental
otomo yoshihide,7.8,experimental
rogue wave,7.8,experimental
soft circle,7.8,experimental
tangents,7.8,experimental
"tyondai braxton, parts & labor",7.8,experimental
weekend,7.8,experimental
daniel johnston,7.79,experimental
sunburned hand of the man,7.79,experimental
crystal antlers,7.78,experimental
eat skull,7.77,experimental
skullflower,7.77,experimental
the vaselines,7.77,experimental
excepter,7.76,experimental
dan friel,7.75,experimental
ghq,7.75,experimental
oxbow,7.75,experimental
talk normal,7.75,experimental
vibracathedral orchestra,7.75,experimental
melt-banana,7.73,experimental
oren ambarchi,7.73,experimental
the skygreen leopards,7.73,experimental
aaron dilloway,7.7,experimental
akron/family,7.7,experimental
arto lindsay,7.7,experimental
bark psychosis,7.7,experimental
birchville cat motel,7.7,experimental
"chris corsano, bill orcutt",7.7,experimental
chris cutler,7.7,experimental
chris forsyth and the solar motel band,7.7,experimental
clipd beaks,7.7,experimental
"colin stetson, sarah neufeld",7.7,experimental
"david daniell, douglas mccombs",7.7,experimental
f ingers,7.7,experimental
fe-mail,7.7,experimental
flicia atkinson,7.7,experimental
"glenn kotche, john luther adams",7.7,experimental
grass widow,7.7,experimental
human eye,7.7,experimental
"jarboe, justin k. broadrick",7.7,experimental
kites,7.7,experimental
lustmord,7.7,experimental
mahjongg,7.7,experimental
"mica levi, oliver coates",7.7,experimental
osso,7.7,experimental
papercuts,7.7,experimental
pram,7.7,experimental
reading rainbow,7.7,experimental
sian alice group,7.7,experimental
the paper chase,7.7,experimental
to kill a petty bourgeoisie,7.7,experimental
vangelis,7.7,experimental
white rock,7.7,experimental
woodsman,7.7,experimental
avi buffalo,7.67,experimental
eric copeland,7.67,experimental
harry pussy,7.67,experimental
parts & labor,7.67,experimental
pan sonic,7.66,experimental
the mae shi,7.66,experimental
david grubbs,7.65,experimental
gold-bears,7.65,experimental
jakob olausson,7.65,experimental
king midas sound,7.65,experimental
mika vainio,7.65,experimental
religious knives,7.65,experimental
roomrunner,7.65,experimental
volcano!,7.65,experimental
peaking lights,7.64,experimental
coachwhips,7.63,experimental
container,7.63,experimental
hair police,7.63,experimental
kemialliset ystvt,7.63,experimental
the music tapes,7.63,experimental
christina carter,7.62,experimental
alarm will sound,7.6,experimental
beach fossils,7.6,experimental
bitchin bajas,7.6,experimental
carla bozulich,7.6,experimental
carlos giffoni,7.6,experimental
charles cohen,7.6,experimental
cul de sac,7.6,experimental
dave.i.d,7.6,experimental
deakin,7.6,experimental
electrelane,7.6,experimental
"ensemble dal niente, deerhoof",7.6,experimental
foot village,7.6,experimental
hanne hukkelberg,7.6,experimental
hella,7.6,experimental
james blood ulmer,7.6,experimental
james chance,7.6,experimental
jazkamer,7.6,experimental
"john cale, nico, lou reed",7.6,experimental
john carpenter,7.6,experimental
kelsey lu,7.6,experimental
kevin drew,7.6,experimental
kwes,7.6,experimental
lucrecia dalt,7.6,experimental
"matmos, so percussion",7.6,experimental
"matthew shipp, bobby kapp",7.6,experimental
nels cline,7.6,experimental
neptune,7.6,experimental
noxagt,7.6,experimental
"oren ambarchi, jim orourke",7.6,experimental
"oren ambarchi, martin ng",7.6,experimental
peter broderick,7.6,experimental
"philip jeck, janek schaefer",7.6,experimental
"robert barry, fred anderson",7.6,experimental
spires that in the sunset rise,7.6,experimental
sunpath,7.6,experimental
the legendary pink dots,7.6,experimental
the skull defekts,7.6,experimental
tower recordings,7.6,experimental
tv ghost,7.6,experimental
veronica falls,7.6,experimental
whitehouse,7.6,experimental
einstrzende neubauten,7.58,experimental
part chimp,7.58,experimental
chad vangaalen,7.57,experimental
magik markers,7.57,experimental
d. charles speer and the helix,7.55,experimental
growing,7.55,experimental
islaja,7.55,experimental
surf city,7.55,experimental
the double,7.55,experimental
the horrors,7.55,experimental
the necks,7.55,experimental
larsen,7.54,experimental
burning star core,7.52,experimental
portastatic,7.51,experimental
africans with mainframes,7.5,experimental
an albatross,7.5,experimental
art ensemble of chicago,7.5,experimental
battle trance,7.5,experimental
"carlos giffoni, merzbow, jim orourke",7.5,experimental
chicago underground trio,7.5,experimental
david toop,7.5,experimental
drainolith,7.5,experimental
ifihadahifi,7.5,experimental
implodes,7.5,experimental
"jim orourke, white out, william winant",7.5,experimental
"john cage, sun ra",7.5,experimental
joy zipper,7.5,experimental
karp,7.5,experimental
kill me tomorrow,7.5,experimental
loke rahbek & puce mary,7.5,experimental
"mary lattimore, jeff zeigler",7.5,experimental
nate young,7.5,experimental
negativland,7.5,experimental
qasim naqvi,7.5,experimental
richard youngs,7.5,experimental
"s. araw ""trio"" xi",7.5,experimental
samara lubelski,7.5,experimental
sarah kirkland snider,7.5,experimental
soul-junk,7.5,experimental
spectrals,7.5,experimental
the apples in stereo,7.5,experimental
the depreciation guild,7.5,experimental
the plot to blow up the eiffel tower,7.5,experimental
theoretical girls,7.5,experimental
"tim hecker, daniel lopatin",7.5,experimental
tom recchion,7.5,experimental
tony conrad,7.5,experimental
yuka honda,7.5,experimental
zach hill,7.5,experimental
gary wilson,7.47,experimental
the wedding present,7.46,experimental
frankie sparo,7.45,experimental
les georges leningrad,7.45,experimental
amps for christ,7.43,experimental
cities aviv,7.43,experimental
hush arbors,7.42,experimental
the octopus project,7.42,experimental
autistic daughters,7.4,experimental
controlled bleeding,7.4,experimental
en,7.4,experimental
eugene mirman,7.4,experimental
gasp,7.4,experimental
iasos,7.4,experimental
kiila,7.4,experimental
"liars, oneida",7.4,experimental
lifetones,7.4,experimental
lucky dragons,7.4,experimental
man forever,7.4,experimental
mikael seifu,7.4,experimental
nodzzz,7.4,experimental
"oren ambarchi, stephen omalley, randall dunn",7.4,experimental
psychic ills,7.4,experimental
r. andrew lee,7.4,experimental
richard pinhas,7.4,experimental
senyawa,7.4,experimental
suzanne ciani,7.4,experimental
the dead science,7.4,experimental
vox clamantis,7.4,experimental
yoko ono,7.4,experimental
don caballero,7.38,experimental
mv & ee,7.38,experimental
tarentel,7.38,experimental
lia ices,7.33,experimental
lichens,7.33,experimental
the usa is a monster,7.33,experimental
bob wills and his texas playboys,9.15,folk/country
lead belly,9.0,folk/country
max tundra,9.0,folk/country
joanna newsom,8.76,folk/country
loretta lynn,8.65,folk/country
bobby charles,8.6,folk/country
lavender country,8.6,folk/country
linda perhacs,8.6,folk/country
"calexico, iron & wine",8.5,folk/country
catherine irwin,8.5,folk/country
"robert forster, grant mclennan",8.5,folk/country
washington phillips,8.5,folk/country
sun kil moon,8.42,folk/country
david thomas broughton,8.4,folk/country
john fahey,8.4,folk/country
merle haggard,8.4,folk/country
mutual benefit,8.4,folk/country
nick drake,8.3,folk/country
peter walker,8.3,folk/country
vrttin,8.3,folk/country
johnny cash,8.28,folk/country
karen dalton,8.25,folk/country
terry allen,8.25,folk/country
andre ethier,8.2,folk/country
drudkh,8.2,folk/country
scharpling & wurster,8.2,folk/country
the tallest man on earth,8.2,folk/country
iron & wine,8.17,folk/country
sufjan stevens,8.15,folk/country
wildbirds & peacedrums,8.15,folk/country
bonnie prince billy,8.1,folk/country
daughn gibson,8.1,folk/country
edith frost,8.1,folk/country
half cousin,8.1,folk/country
hem,8.1,folk/country
wovenhand,8.1,folk/country
james blackshaw,8.05,folk/country
appendix out,8.03,folk/country
lee hazlewood,8.03,folk/country
anni rossi,8.0,folk/country
bobbie gentry,8.0,folk/country
frank fairfield,8.0,folk/country
greg weeks,8.0,folk/country
jackson c. frank,8.0,folk/country
kacey musgraves,8.0,folk/country
lightning dust,8.0,folk/country
lisa/liza,8.0,folk/country
marissa nadler,8.0,folk/country
ramblin' jack elliott,8.0,folk/country
shirley collins,8.0,folk/country
sixth great lake,8.0,folk/country
strand of oaks,8.0,folk/country
devendra banhart,7.98,folk/country
william tyler,7.98,folk/country
jack rose,7.97,folk/country
steve gunn,7.97,folk/country
the anomoanon,7.97,folk/country
hiss golden messenger,7.96,folk/country
the weather station,7.95,folk/country
jon langford,7.93,folk/country
sin ropas,7.93,folk/country
shugo tokumaru,7.91,folk/country
allen ginsberg,7.9,folk/country
ez t,7.9,folk/country
flying canyon,7.9,folk/country
kath bloom,7.9,folk/country
loren connors,7.9,folk/country
marisa anderson,7.9,folk/country
peter stampfel,7.9,folk/country
primordial,7.9,folk/country
spokane,7.9,folk/country
the deslondes,7.9,folk/country
woody guthrie,7.9,folk/country
zachary cale,7.9,folk/country
tanakh,7.88,folk/country
the court & spark,7.87,folk/country
paavoharju,7.86,folk/country
cyann & ben,7.85,folk/country
jana hunter,7.85,folk/country
joan shelley,7.85,folk/country
sturgill simpson,7.85,folk/country
bodies of water,7.83,folk/country
alessandro stefana,7.8,folk/country
amy annelle,7.8,folk/country
anas mitchell,7.8,folk/country
bert jansch,7.8,folk/country
blue roses,7.8,folk/country
bobby bare,7.8,folk/country
cult of youth,7.8,folk/country
hart valley drifters,7.8,folk/country
howling bells,7.8,folk/country
jessica pratt,7.8,folk/country
little scream,7.8,folk/country
lowlights,7.8,folk/country
manyfingers,7.8,folk/country
matt kivel,7.8,folk/country
meg baird,7.8,folk/country
miranda lambert,7.8,folk/country
peter and the wolf,7.8,folk/country
the wave pictures,7.8,folk/country
wooden wand and the sky high band,7.8,folk/country
karl blau,7.78,folk/country
neko case,7.77,folk/country
franklin bruno,7.75,folk/country
amon amarth,7.7,folk/country
anders parker,7.7,folk/country
ane brun,7.7,folk/country
bill fay,7.7,folk/country
"bonnie prince billy, the cairo gang",7.7,folk/country
callers,7.7,folk/country
daniel martin moore,7.7,folk/country
feathers,7.7,folk/country
gold leaves,7.7,folk/country
hackensaw boys,7.7,folk/country
heron oblivion,7.7,folk/country
ilyas ahmed,7.7,folk/country
james luther dickinson,7.7,folk/country
june carter cash,7.7,folk/country
miss derringer,7.7,folk/country
monk parker,7.7,folk/country
mountain man,7.7,folk/country
murry hammond,7.7,folk/country
okay,7.7,folk/country
r.l. burnside,7.7,folk/country
yellowbirds,7.7,folk/country
mayday,7.67,folk/country
au,7.65,folk/country
richard thompson,7.63,folk/country
alasdair roberts,7.6,folk/country
amandine,7.6,folk/country
catherine howe,7.6,folk/country
itasca,7.6,folk/country
jesse sykes & the sweet hereafter,7.6,folk/country
kort,7.6,folk/country
larkin grimm,7.6,folk/country
larry jon wilson,7.6,folk/country
lori mckenna,7.6,folk/country
matteah baim,7.6,folk/country
robert forster,7.6,folk/country
starless & bible black,7.6,folk/country
the unthanks,7.6,folk/country
tiny vipers,7.6,folk/country
cate le bon,7.58,folk/country
laura gibson,7.55,folk/country
sharron kraus,7.55,folk/country
the innocence mission,7.55,folk/country
white magic,7.55,folk/country
juana molina,7.53,folk/country
adam torres,7.5,folk/country
boduf songs,7.5,folk/country
brigid mae power,7.5,folk/country
carolyn mark,7.5,folk/country
christian kiefer,7.5,folk/country
daniel bachman,7.5,folk/country
doug paisley,7.5,folk/country
dr. john,7.5,folk/country
glenn jones,7.5,folk/country
isobel campbell & mark lanegan,7.5,folk/country
james william hindle,7.5,folk/country
"jesu, sun kil moon",7.5,folk/country
luke roberts,7.5,folk/country
moris tepper,7.5,folk/country
nathan bowles,7.5,folk/country
phil cook & his feat,7.5,folk/country
picastro,7.5,folk/country
son ambulance,7.5,folk/country
the memory band,7.5,folk/country
the roadside graves,7.5,folk/country
the sway machinery,7.5,folk/country
"van dyke parks, inara george",7.5,folk/country
william elliott whitmore,7.5,folk/country
death vessel,7.45,folk/country
alina simone,7.4,folk/country
barton carroll,7.4,folk/country
"black twig pickers, steve gunn",7.4,folk/country
blake miller,7.4,folk/country
christopher denny,7.4,folk/country
david karsten daniels,7.4,folk/country
"david kauffman, eric caboor",7.4,folk/country
dredd foole,7.4,folk/country
"james blackshaw, jack rose, peter walker, sharron kraus, shawn david mcmillen",7.4,folk/country
jason isbell and the 400 unit,7.4,folk/country
jonathan kane,7.4,folk/country
julie byrne,7.4,folk/country
mimicking birds,7.4,folk/country
sarah bethe nelson,7.4,folk/country
told slant,7.4,folk/country
watkins family hour,7.4,folk/country
the real tuesday weld,7.38,folk/country
chatham county line,7.35,folk/country
songs of green pheasant,7.33,folk/country
"au, reynols, erdem helvacioglu, chris delaurenti, matmos",7.3,folk/country
begushkin,7.3,folk/country
case studies,7.3,folk/country
jim and jennie and the pinetops,7.3,folk/country
john wesley harding,7.3,folk/country
joker's daughter,7.3,folk/country
lydia loveless,7.3,folk/country
mi and l'au,7.3,folk/country
moth wranglers,7.3,folk/country
"the album leaf, sun kil moon",7.3,folk/country
the deep dark woods,7.3,folk/country
vincent gallo,7.3,folk/country
james vincent mcmorrow,7.23,folk/country
culture,9.0,global
caetano veloso,8.84,global
william onyeabor,8.8,global
"cluster, brian eno",8.7,global
lee scratch perry,8.7,global
"brian eno, jon hassell",8.5,global
cluster,8.5,global
"diplo, m.i.a.",8.5,global
jon hassell,8.5,global
ragga twins,8.5,global
vivien goldman,8.5,global
m.i.a.,8.43,global
elephant man,8.4,global
elza soares,8.4,global
luciano,8.4,global
"ali farka tour, toumani diabat",8.3,global
fela kuti,8.3,global
fred frith,8.3,global
jah wobble,8.3,global
toumani diabat,8.3,global
rokia traor,8.25,global
babatunde olatunji,8.2,global
bob marley & the wailers,8.2,global
kutiman,8.2,global
tabu ley rochereau,8.18,global
amadou & mariam,8.13,global
nomo,8.13,global
africa express,8.1,global
ali farka tour,8.1,global
antibalas afrobeat orchestra,8.1,global
"john cale, tony conrad, angus maclise, la monte young, marian zazeela",8.1,global
keith hudson,8.1,global
"steve lehman, slbyone",8.1,global
t.o.k.,8.1,global
"the congos, sun araw, m. geddes gengras",8.1,global
susumu yokota,8.05,global
etran finatawa,8.0,global
holger czukay,8.0,global
jackie mittoo,8.0,global
konono n1,8.0,global
mark ernestus' ndagga rhythm force,8.0,global
max romeo,8.0,global
mikael tariverdiev,8.0,global
popcaan,8.0,global
shye ben tzur / jonny greenwood / the rajasthan express,8.0,global
the orchestra of syrian musicians,8.0,global
the wailers,8.0,global
thomas mapfumo and the blacks unlimited,8.0,global
toumast,8.0,global
arve henriksen,7.95,global
debo band,7.95,global
africaine 808,7.9,global
augustus pablo,7.9,global
femi kuti,7.9,global
hauschka,7.9,global
lino capra vaccina,7.9,global
tinariwen,7.9,global
tom z,7.9,global
keren ann,7.85,global
major lazer,7.84,global
aurelio,7.8,global
cedric im brooks,7.8,global
desmond dekker,7.8,global
kasai allstars,7.8,global
omar souleyman,7.8,global
ryuichi sakamoto,7.8,global
terakaft,7.8,global
yabby you,7.8,global
yellowman,7.8,global
hans-joachim roedelius,7.75,global
vieux farka tour,7.75,global
david sylvian,7.73,global
damian marley,7.7,global
dj katapila,7.7,global
ebo taylor,7.7,global
lusa maita,7.7,global
nine horses,7.7,global
scientist,7.7,global
sorry bamba,7.7,global
zap mama,7.7,global
loscil,7.66,global
rachid taha,7.65,global
bembeya jazz national,7.6,global
fatoumata diawara,7.6,global
"holger czukay, u-she",7.6,global
manu chao,7.6,global
orchestra baobab,7.6,global
the budos band,7.54,global
antibalas,7.5,global
extra golden,7.5,global
jimmy cliff,7.5,global
gigi,7.47,global
nina simone,9.6,jazz
john coltrane,9.5,jazz
billie holiday,9.3,jazz
ornette coleman,9.1,jazz
area,9.0,jazz
etta james,9.0,jazz
ray charles,9.0,jazz
steve reid,9.0,jazz
miles davis,8.91,jazz
coldcut,8.9,jazz
ellery eskelin,8.9,jazz
albert ayler,8.85,jazz
sun ra and his arkestra,8.8,jazz
build an ark,8.7,jazz
eugene mcdaniels,8.7,jazz
frank sinatra,8.7,jazz
sun ra,8.7,jazz
mulatu astatke,8.65,jazz
esperanza spalding,8.6,jazz
jimi tenor,8.6,jazz
kamasi washington,8.6,jazz
roots manuva,8.54,jazz
"busdriver, daedelus, radioinactive",8.5,jazz
gil scott-heron,8.5,jazz
"vijay iyer, wadada leo smith",8.5,jazz
bill evans,8.4,jazz
cecil taylor,8.4,jazz
dj food,8.4,jazz
philippe besombes,8.4,jazz
the peter brtzmann sextet / quartet,8.4,jazz
arne nordheim,8.3,jazz
darcy james argue's secret society,8.3,jazz
david axelrod,8.3,jazz
deathprod,8.3,jazz
"jack dejohnette, ravi coltrane, matthew garrison",8.3,jazz
"vijay iyer, mike ladd",8.3,jazz
vince guaraldi,8.3,jazz
william parker,8.3,jazz
belong,8.2,jazz
circle,8.2,jazz
homelife,8.2,jazz
massacre,8.2,jazz
radio citizen,8.2,jazz
matana roberts,8.15,jazz
amon tobin,8.13,jazz
alog,8.1,jazz
charles mingus,8.1,jazz
flanger,8.1,jazz
jonathan finlayson & sicilian defense,8.1,jazz
abcs,8.0,jazz
dave aju,8.0,jazz
diverse,8.0,jazz
"henry threadgill, ensemble double-up",8.0,jazz
karin krog,8.0,jazz
"kieran hebden, mats gustafsson, steve reid",8.0,jazz
maceo parker,8.0,jazz
mary halvorson,8.0,jazz
mocky,8.0,jazz
spring heel jack,8.0,jazz
"the thing, neneh cherry",8.0,jazz
unstable ensemble,8.0,jazz
tied & tickled trio,7.95,jazz
dual identity,7.9,jazz
gary lucas,7.9,jazz
james hardway,7.9,jazz
murcof,7.9,jazz
skeletons,7.9,jazz
sonny & linda sharrock,7.9,jazz
the breathing effect,7.9,jazz
wadada leo smith,7.9,jazz
wagon christ,7.9,jazz
zs,7.87,jazz
gojira,7.85,jazz
bohren & der club of gore,7.8,jazz
brad mehldau,7.8,jazz
carla bley,7.8,jazz
cut chemist,7.8,jazz
daedelus,7.8,jazz
doctor rockit,7.8,jazz
duke ellington,7.8,jazz
"ekkehard ehlers, joseph suchy, franz hautzinger",7.8,jazz
fila brazillia,7.8,jazz
ghislain poirier,7.8,jazz
"gil scott-heron, jamie xx",7.8,jazz
"jeff buckley, gary lucas",7.8,jazz
low res,7.8,jazz
steve reid ensemble,7.8,jazz
the life force trio,7.8,jazz
triosk,7.8,jazz
karate,7.79,jazz
mungolian jet set,7.77,jazz
the heliocentrics,7.75,jazz
cephalic carnage,7.73,jazz
funki porcini,7.7,jazz
jacaszek,7.7,jazz
jaga jazzist,7.7,jazz
jeff parker,7.7,jazz
lars horntveth,7.7,jazz
"mark oleary, tomasz stako, billy hart",7.7,jazz
nate wooley,7.7,jazz
neotropic,7.7,jazz
roberto fonseca,7.7,jazz
the thing,7.7,jazz
ulcerate,7.7,jazz
vijay iyer,7.7,jazz
shining,7.69,jazz
people under the stairs,7.65,jazz
benevento/russo duo,7.6,jazz
bonobo,7.6,jazz
ches smith,7.6,jazz
cynic,7.6,jazz
"dj spooky, scanner",7.6,jazz
ibrahim ferrer,7.6,jazz
kreng,7.6,jazz
robert glasper experiment,7.6,jazz
spirituals,7.6,jazz
the matthew herbert big band,7.6,jazz
theresa andersson,7.6,jazz
bettye lavette,7.54,jazz
bill dixon,7.5,jazz
christian scott,7.5,jazz
"david karsten daniels, fight the big bull",7.5,jazz
dj spooky,7.5,jazz
eyvind kang,7.5,jazz
gogo penguin,7.5,jazz
hi-fidel and dj crucial,7.5,jazz
"jaga jazzist, motorpsycho",7.5,jazz
jim black,7.5,jazz
laika,7.5,jazz
miles davis quintet,7.5,jazz
phonophani,7.5,jazz
thievery corporation,7.5,jazz
yakuza,7.47,jazz
okkyung lee,7.43,jazz
quantic,7.43,jazz
african virtuoses,7.4,jazz
kid koala,7.4,jazz
"robert glasper, miles davis",7.4,jazz
super numeri,7.4,jazz
towa tei,7.4,jazz
capillary action,7.35,jazz
kammerflimmer kollektief,7.33,jazz
ultramagnetic mc's,9.7,metal
blue cheer,9.0,metal
deafheaven,8.95,metal
megadeth,8.7,metal
metallica,8.6,metal
jawbreaker,8.53,metal
emperor,8.5,metal
heavenly,8.5,metal
soilwork,8.5,metal
alcest,8.4,metal
cobalt,8.4,metal
freestyle fellowship,8.4,metal
isis,8.4,metal
the darkness,8.4,metal
"the dillinger escape plan, mike patton",8.4,metal
thou,8.4,metal
tribulation,8.4,metal
nachtmystium,8.37,metal
at the drive-in,8.3,metal
blut aus nord,8.3,metal
burning witch,8.3,metal
disfear,8.3,metal
ghost,8.3,metal
mf grimm,8.3,metal
agalloch,8.27,metal
bad religion,8.2,metal
"boris, michio kurihara",8.2,metal
dead to a dying world,8.2,metal
harvey milk,8.2,metal
horrendous,8.2,metal
indian,8.2,metal
ken mode,8.2,metal
pariah,8.2,metal
rye coalition,8.2,metal
vektor,8.2,metal
volcano suns,8.2,metal
baroness,8.18,metal
converge,8.18,metal
inter arma,8.17,metal
napalm death,8.15,metal
pallbearer,8.13,metal
bell witch,8.1,metal
inquisition,8.1,metal
meshuggah,8.1,metal
the atlas moth,8.1,metal
the ghost,8.1,metal
white zombie,8.1,metal
mastodon,8.09,metal
high on fire,8.08,metal
wolves in the throne room,8.07,metal
liturgy,8.05,metal
redd kross,8.05,metal
the locust,8.05,metal
action,8.0,metal
black cilice,8.0,metal
conan,8.0,metal
demilich,8.0,metal
false,8.0,metal
faraquet,8.0,metal
fuck the facts,8.0,metal
highlife,8.0,metal
jucifer,8.0,metal
krallice,8.0,metal
mastery,8.0,metal
obsequiae,8.0,metal
pig destroyer,8.0,metal
revenge,8.0,metal
sumerlands,8.0,metal
the distillers,8.0,metal
victory at sea,8.0,metal
woe,8.0,metal
opeth,7.98,metal
lycus,7.95,metal
primitive weapons,7.95,metal
vhl,7.95,metal
the evens,7.93,metal
a minor forest,7.9,metal
black tusk,7.9,metal
burning airlines,7.9,metal
"cough, windhand",7.9,metal
dead meadow,7.9,metal
firehose,7.9,metal
frost,7.9,metal
hammers of misfortune,7.9,metal
juggaknots,7.9,metal
loincloth,7.9,metal
myrkur,7.9,metal
nails,7.9,metal
oranssi pazuzu,7.9,metal
rocket from the crypt,7.9,metal
rwake,7.9,metal
scarface,7.9,metal
vastum,7.9,metal
fucked up,7.88,metal
yob,7.88,metal
locrian,7.87,metal
racebannon,7.85,metal
wreck and reference,7.85,metal
young widows,7.85,metal
torche,7.83,metal
queens of the stone age,7.82,metal
the body,7.82,metal
absu,7.8,metal
aluk todolo,7.8,metal
avail,7.8,metal
buckshot,7.8,metal
cana,7.8,metal
deftones,7.8,metal
fight amp,7.8,metal
lamb of god,7.8,metal
liberteer,7.8,metal
mga,7.8,metal
noisem,7.8,metal
oathbreaker,7.8,metal
off!,7.8,metal
xasthur,7.8,metal
zero boys,7.8,metal
trash talk,7.78,metal
vattnet viskar,7.77,metal
grails,7.75,metal
sannhet,7.75,metal
earth,7.73,metal
nadja,7.73,metal
tombs,7.73,metal
wrekmeister harmonies,7.73,metal
akitsa,7.7,metal
ancestors,7.7,metal
anthrax,7.7,metal
bear vs. shark,7.7,metal
braid,7.7,metal
channels,7.7,metal
early man,7.7,metal
glass ghost,7.7,metal
immolation,7.7,metal
kayo dot,7.7,metal
leviathan,7.7,metal
machine head,7.7,metal
neon blonde,7.7,metal
ocrilim,7.7,metal
pantera,7.7,metal
pilot to gunner,7.7,metal
psalm zero,7.7,metal
russian circles,7.7,metal
shub niggurath,7.7,metal
shudder to think,7.7,metal
small brown bike,7.7,metal
split cranium,7.7,metal
suffocation,7.7,metal
the for carnation,7.7,metal
tomahawk,7.7,metal
hot snakes,7.68,metal
kylesa,7.66,metal
lifetime,7.65,metal
neurosis,7.65,metal
trans am,7.64,metal
medications,7.63,metal
minus the bear,7.63,metal
christian mistress,7.6,metal
corrosion of conformity,7.6,metal
engine down,7.6,metal
khemmis,7.6,metal
ktl,7.6,metal
kvelertak,7.6,metal
magic circle,7.6,metal
mayhem,7.6,metal
mutilation rites,7.6,metal
saviours,7.6,metal
screamer,7.6,metal
sumac,7.6,metal
