Artist,Average_Rating,Genre
u2,8.67,rock
bikini kill,8.65,rock
simon & garfunkel,8.65,rock
the exploding hearts,8.65,rock
the red krayola,8.65,rock
bon iver,8.63,rock
dexys midnight runners,8.63,rock
godspeed you! black emperor,8.63,rock
pulp,8.63,rock
air france,8.6,rock
andrew w.k.,8.6,rock
archy marshall,8.6,rock
badly drawn boy,8.6,rock
blossom toes,8.6,rock
devo,8.6,rock
"ekkehard ehlers, stephan mathieu",8.6,rock
goldcard,8.6,rock
harald grosskopf,8.6,rock
mickey newbury,8.6,rock
phil ochs,8.6,rock
prefab sprout,8.6,rock
roy orbison,8.6,rock
serena-maneesh,8.6,rock
stina nordenstam,8.6,rock
summer hymns,8.6,rock
the promise ring,8.6,rock
the shaggs,8.6,rock
tori amos,8.6,rock
white noise,8.6,rock
blur,8.59,rock
no age,8.58,rock
deerhunter,8.56,rock
ekkehard ehlers,8.55,rock
japandroids,8.55,rock
the kinks,8.55,rock
the strokes,8.55,rock
tom waits,8.54,rock
beach house,8.53,rock
st. vincent,8.53,rock
david bowie,8.51,rock
20 minute loop,8.5,rock
architecture in helsinki,8.5,rock
atlas sound,8.5,rock
azita,8.5,rock
baptist generals,8.5,rock
bedhead,8.5,rock
bob drake,8.5,rock
boscoe,8.5,rock
brand new,8.5,rock
cults,8.5,rock
darkside,8.5,rock
dennis wilson,8.5,rock
g.l.o.s.s.,8.5,rock
graeme downes,8.5,rock
harmonia,8.5,rock
iceage,8.5,rock
jane's addiction,8.5,rock
kraftwerk,8.5,rock
le tigre,8.5,rock
metz,8.5,rock
mineral,8.5,rock
"my morning jacket, songs: ohia",8.5,rock
orthrelm,8.5,rock
out hud,8.5,rock
pentangle,8.5,rock
pere ubu,8.5,rock
peter bjorn and john,8.5,rock
rhye,8.5,rock
simple minds,8.5,rock
the impossible shapes,8.5,rock
the louvin brothers,8.5,rock
the pogues,8.5,rock
tobias jesso jr.,8.5,rock
tom carter and christian kiefer,8.5,rock
"trd, grs och stenar",8.5,rock
twin shadow,8.5,rock
two gallants,8.5,rock
yume bitsu,8.5,rock
james brown,8.48,rock
m83,8.48,rock
jawbox,8.45,rock
ramones,8.45,rock
red red meat,8.45,rock
the notwist,8.45,rock
the fall,8.44,rock
pinetop seven,8.43,rock
ryan adams,8.43,rock
the walkmen,8.43,rock
vashti bunyan,8.43,rock
a place to bury strangers,8.4,rock
alanis morissette,8.4,rock
black kids,8.4,rock
brian wilson,8.4,rock
centaur,8.4,rock
cocteau twins,8.4,rock
dill,8.4,rock
ex hex,8.4,rock
hall of fame,8.4,rock
i'm from barcelona,8.4,rock
janelle mone,8.4,rock
loftus,8.4,rock
maximo park,8.4,rock
pleasure forever,8.4,rock
randy newman,8.4,rock
royal city,8.4,rock
seefeel,8.4,rock
soundgarden,8.4,rock
terry reid,8.4,rock
the chills,8.4,rock
the diableros,8.4,rock
the hold steady,8.4,rock
the honeydrips,8.4,rock
the who,8.4,rock
jay reatard,8.38,rock
real estate,8.38,rock
unwound,8.38,rock
angel olsen,8.37,rock
the afghan whigs,8.37,rock
scott walker,8.36,rock
aereogramme,8.35,rock
broken social scene,8.35,rock
grouper,8.35,rock
savages,8.35,rock
the clientele,8.35,rock
the dukes of stratosphear,8.35,rock
the slits,8.35,rock
clogs,8.33,rock
grace jones,8.33,rock
leonard cohen,8.33,rock
white lung,8.33,rock
califone,8.32,rock
led zeppelin,8.32,rock
tv on the radio,8.32,rock
dirty projectors,8.31,rock
alejandro escovedo,8.3,rock
aztec camera,8.3,rock
beulah,8.3,rock
built to spill,8.3,rock
car seat headrest,8.3,rock
chris brokaw,8.3,rock
craw,8.3,rock
cristina,8.3,rock
fang island,8.3,rock
figurines,8.3,rock
friend/enemy,8.3,rock
fujiya & miyagi,8.3,rock
haim,8.3,rock
"hamilton leithauser, rostam",8.3,rock
hymie's basement,8.3,rock
iggy and the stooges,8.3,rock
jenny toomey,8.3,rock
josh ritter,8.3,rock
juno,8.3,rock
lemonade,8.3,rock
lily allen,8.3,rock
memory tapes,8.3,rock
muscles,8.3,rock
number girl,8.3,rock
parliament,8.3,rock
"prince, the new power generation",8.3,rock
professor murder,8.3,rock
ross johnson,8.3,rock
royal trux,8.3,rock
s prcss,8.3,rock
sisterhood of convoluted thinkers,8.3,rock
the deadly snakes,8.3,rock
the jam,8.3,rock
the method actors,8.3,rock
the telescopes,8.3,rock
the verve,8.3,rock
whitney,8.3,rock
windsor for the derby,8.3,rock
wingtip sloat,8.3,rock
lcd soundsystem,8.29,rock
cloud nothings,8.28,rock
dungen,8.28,rock
frog eyes,8.28,rock
mercury rev,8.28,rock
sonic youth,8.28,rock
the delgados,8.28,rock
the fiery furnaces,8.28,rock
chromatics,8.27,rock
fiona apple,8.27,rock
forest swords,8.27,rock
robyn hitchcock,8.27,rock
grizzly bear,8.26,rock
band of horses,8.25,rock
brightblack morning light,8.25,rock
clearlake,8.25,rock
franz ferdinand,8.25,rock
local natives,8.25,rock
mikal cronin,8.25,rock
mm,8.25,rock
reatards,8.25,rock
robbie basho,8.25,rock
shocking pinks,8.25,rock
slowdive,8.25,rock
subrosa,8.25,rock
the white stripes,8.25,rock
vitalic,8.25,rock
wild beasts,8.25,rock
holopaw,8.23,rock
patrick wolf,8.23,rock
the fire show,8.23,rock
pj harvey,8.22,rock
keith fullerton whitman,8.21,rock
neil young,8.21,rock
...and you will know us by the trail of dead,8.2,rock
a giant dog,8.2,rock
alexander turnquist,8.2,rock
arab strap,8.2,rock
b.j. nilsen,8.2,rock
case/lang/veirs,8.2,rock
clor,8.2,rock
courtney barnett,8.2,rock
daughters,8.2,rock
diamond rings,8.2,rock
diiv,8.2,rock
eleanoora rosenholm,8.2,rock
electrik red,8.2,rock
evangelicals,8.2,rock
feist,8.2,rock
felt,8.2,rock
fm3,8.2,rock
hayden,8.2,rock
haywood,8.2,rock
hood,8.2,rock
hop along,8.2,rock
jay som,8.2,rock
jeff buckley,8.2,rock
jeff mangum,8.2,rock
kirsty maccoll,8.2,rock
lower dens,8.2,rock
michael yonkers,8.2,rock
mushroom,8.2,rock
ocean,8.2,rock
ought,8.2,rock
p.s. eliot,8.2,rock
paul simon,8.2,rock
polvo,8.2,rock
red house painters,8.2,rock
rock plaza central,8.2,rock
sentridoh,8.2,rock
sheer mag,8.2,rock
super furry animals,8.2,rock
tanya tagaq,8.2,rock
the big pink,8.2,rock
the dead texan,8.2,rock
the house of love,8.2,rock
the morning benders,8.2,rock
the national,8.2,rock
the pretenders,8.2,rock
the wake,8.2,rock
the week that was,8.2,rock
"ty segall, white fence",8.2,rock
unrest,8.2,rock
the beta band,8.18,rock
actress,8.17,rock
auburn lull,8.17,rock
bat for lashes,8.17,rock
pylon,8.17,rock
the feelies,8.17,rock
vapnet,8.17,rock
faust,8.16,rock
les savy fav,8.16,rock
a.c. newman,8.15,rock
american football,8.15,rock
black forest/black sea,8.15,rock
caribou,8.15,rock
constantines,8.15,rock
nick lowe,8.15,rock
shuggie otis,8.15,rock
thalia zedek,8.15,rock
the appleseed cast,8.15,rock
the joggers,8.15,rock
the smashing pumpkins,8.15,rock
viet cong,8.15,rock
spoon,8.14,rock
cymbals eat guitars,8.13,rock
fugazi,8.13,rock
morrissey,8.13,rock
parquet courts,8.13,rock
polysics,8.13,rock
rachel's,8.13,rock
swans,8.13,rock
the drones,8.13,rock
the war on drugs,8.13,rock
xtc,8.12,rock
1990s,8.1,rock
alamaailman vasarat,8.1,rock
asmus tietchens,8.1,rock
balam acab,8.1,rock
"billy bragg, wilco",8.1,rock
bloc party,8.1,rock
brandon wiard,8.1,rock
castanets,8.1,rock
chihei hatakeyama,8.1,rock
clap your hands say yeah,8.1,rock
crooked fingers,8.1,rock
erkin koray,8.1,rock
fever ray,8.1,rock
glass candy,8.1,rock
hank,8.1,rock
harlem,8.1,rock
jim white,8.1,rock
jj,8.1,rock
joan as police woman,8.1,rock
king tuff,8.1,rock
kyle craft,8.1,rock
love as laughter,8.1,rock
mal devisa,8.1,rock
migala,8.1,rock
mitski,8.1,rock
ps i love you,8.1,rock
red stars theory,8.1,rock
roy montgomery,8.1,rock
sbtrkt,8.1,rock
seaworthy,8.1,rock
sinoia caves,8.1,rock
steve earle,8.1,rock
the chinese stars,8.1,rock
the hidden cameras,8.1,rock
the la's,8.1,rock
the new pornographers,8.1,rock
these trails,8.1,rock
uncle tupelo,8.1,rock
wavves,8.1,rock
whiskeytown,8.1,rock
willie nelson,8.1,rock
yes,8.1,rock
youth lagoon,8.1,rock
yuck,8.1,rock
the mountain goats,8.09,rock
belle and sebastian,8.08,rock
dntel,8.08,rock
m. ward,8.08,rock
modest mouse,8.08,rock
nine inch nails,8.08,rock
saint etienne,8.08,rock
the shins,8.08,rock
delorean,8.07,rock
espers,8.07,rock
lush,8.07,rock
throwing muses,8.07,rock
wild nothing,8.07,rock
elvis costello,8.06,rock
los campesinos!,8.06,rock
new order,8.06,rock
erlend ye,8.05,rock
father john misty,8.05,rock
gun outfit,8.05,rock
pluramon,8.05,rock
radio birdman,8.05,rock
sally shapiro,8.05,rock
torres,8.05,rock
touch amor,8.05,rock
bill callahan,8.04,rock
junior boys,8.04,rock
phosphorescent,8.04,rock
echo and the bunnymen,8.03,rock
lou reed,8.03,rock
love,8.03,rock
protomartyr,8.03,rock
school of seven bells,8.03,rock
subtle,8.03,rock
the men,8.03,rock
the pains of being pure at heart,8.03,rock
these new puritans,8.03,rock
mekons,8.02,rock
suede,8.02,rock
yo la tengo,8.02,rock
764-hero,8.0,rock
airport 5,8.0,rock
archers of loaf,8.0,rock
art brut,8.0,rock
bablicon,8.0,rock
baby huey,8.0,rock
baths,8.0,rock
bee gees,8.0,rock
black eagle child,8.0,rock
black sunday,8.0,rock
born ruffians,8.0,rock
camp cope,8.0,rock
cavern of anti-matter,8.0,rock
corrina repp,8.0,rock
daniel rossen,8.0,rock
deradoorian,8.0,rock
doldrums,8.0,rock
dom,8.0,rock
donnie & joe emerson,8.0,rock
doveman,8.0,rock
elvis presley,8.0,rock
empire state,8.0,rock
fan modine,8.0,rock
fembots,8.0,rock
flamin' groovies,8.0,rock
floating flower,8.0,rock
fly pan am,8.0,rock
flying saucer attack,8.0,rock
fred thomas,8.0,rock
friends of dean martinez,8.0,rock
fury,8.0,rock
gord downie,8.0,rock
grand mal,8.0,rock
hanggai,8.0,rock
hercules and love affair,8.0,rock
his name is alive,8.0,rock
idlewild,8.0,rock
jeff rosenstock,8.0,rock
joni mitchell,8.0,rock
jr ewing,8.0,rock
june panic,8.0,rock
kurt vile,8.0,rock
labradford,8.0,rock
lord huron,8.0,rock
lower,8.0,rock
lumen,8.0,rock
mando diao,8.0,rock
mirah,8.0,rock
monorail,8.0,rock
movietone,8.0,rock
mudhoney,8.0,rock
my favorite,8.0,rock
nothing,8.0,rock
orange alabaster mushroom,8.0,rock
palehound,8.0,rock
pete & the pirates,8.0,rock
pidgeon,8.0,rock
pinegrove,8.0,rock
plants and animals,8.0,rock
pop levi,8.0,rock
r. keenan lawler,8.0,rock
ramona falls,8.0,rock
richard chartier,8.0,rock
rodan,8.0,rock
rodriguez,8.0,rock
rolling blackouts coastal fever,8.0,rock
royal headache,8.0,rock
scritti politti,8.0,rock
smith westerns,8.0,rock
snowman,8.0,rock
stars,8.0,rock
steve wynn,8.0,rock
t. raumschmiere,8.0,rock
the cramps,8.0,rock
the elected,8.0,rock
the embassy,8.0,rock
the legends,8.0,rock
the postal service,8.0,rock
the rural alberta advantage,8.0,rock
the russian futurists,8.0,rock
todd snider,8.0,rock
tonstartssbandht,8.0,rock
townes van zandt,8.0,rock
v-twin,8.0,rock
"vic chesnutt, mr. & mrs. keneipp",8.0,rock
will oldham,8.0,rock
yowler,8.0,rock
beastie boys,7.97,rock
calexico,7.97,rock
jonathan richman,7.97,rock
shalabi effect,7.97,rock
tangiers,7.97,rock
the bevis frond,7.97,rock
the hotelier,7.97,rock
woods,7.97,rock
elliott smith,7.96,rock
alabama shakes,7.95,rock
alex chilton,7.95,rock
beat happening,7.95,rock
danielson,7.95,rock
ema,7.95,rock
jeff hanson,7.95,rock
jessica lea mayfield,7.95,rock
manitoba,7.95,rock
mogwai,7.95,rock
new young pony club,7.95,rock
primal scream,7.95,rock
richard buckner,7.95,rock
roky erickson,7.95,rock
sleeping states,7.95,rock
the capstan shafts,7.95,rock
the clean,7.95,rock
the flaming lips,7.95,rock
the gaslight anthem,7.95,rock
a sunny day in glasgow,7.94,rock
mark mcguire,7.94,rock
archer prewitt,7.93,rock
eleanor friedberger,7.93,rock
kristin hersh,7.93,rock
mark eitzel,7.93,rock
screaming females,7.93,rock
dum dum girls,7.92,rock
wire,7.92,rock
ty segall,7.91,rock
wilco,7.91,rock
abi reimold,7.9,rock
adia victoria,7.9,rock
alaska!,7.9,rock
american analog set,7.9,rock
archie bronson outfit,7.9,rock
awesome new republic,7.9,rock
bear in heaven,7.9,rock
"bright eyes, britt daniel",7.9,rock
broken family band,7.9,rock
buffalo tom,7.9,rock
candi staton,7.9,rock
cat's eyes,7.9,rock
centro-matic,7.9,rock
charlotte hatherley,7.9,rock
chicha libre,7.9,rock
chris knox,7.9,rock
cloud rat,7.9,rock
daniel lanois,7.9,rock
dark meat,7.9,rock
deleted scenes,7.9,rock
dump,7.9,rock
"ekkehard ehlers, paul wirkus",7.9,rock
electric light orchestra,7.9,rock
gentleman jesse,7.9,rock
glasser,7.9,rock
grinderman,7.9,rock
hanoi janes,7.9,rock
heros severum,7.9,rock
hooray for earth,7.9,rock
jank,7.9,rock
japanese breakfast,7.9,rock
jennifer gentle,7.9,rock
jessie ware,7.9,rock
johnny foreigner,7.9,rock
julia brown,7.9,rock
king khan,7.9,rock
konk,7.9,rock
make a rising,7.9,rock
"mark kozelek, desertshore",7.9,rock
matthew e. white,7.9,rock
maximum balloon,7.9,rock
meursault,7.9,rock
mew,7.9,rock
michael chapman,7.9,rock
mick turner,7.9,rock
milk n cookies,7.9,rock
mobius band,7.9,rock
moving oos,7.9,rock
my latest novel,7.9,rock
nadine shah,7.9,rock
namelessnumberheadman,7.9,rock
noyes,7.9,rock
o'death,7.9,rock
obnox,7.9,rock
panthers,7.9,rock
petal,7.9,rock
pontiak,7.9,rock
porches,7.9,rock
preoccupations,7.9,rock
richard crandell,7.9,rock
sam amidon,7.9,rock
sam roberts,7.9,rock
sightings,7.9,rock
"sinister luck ensemble, catcall",7.9,rock
stone jack jones,7.9,rock
test icicles,7.9,rock
thao & mirah,7.9,rock
the art museums,7.9,rock
the black heart procession,7.9,rock
the citizens,7.9,rock
the earlies,7.9,rock
the extra lens,7.9,rock
the grifters,7.9,rock
the lk,7.9,rock
the one am radio,7.9,rock
the pastels,7.9,rock
the sunshine fix,7.9,rock
the traditional fools,7.9,rock
thomas cohen,7.9,rock
tight bro's from way back when,7.9,rock
total control,7.9,rock
truckasauras,7.9,rock
voyager one,7.9,rock
washed out,7.9,rock
waxahatchee,7.9,rock
weyes blood,7.9,rock
xenia rubinos,7.9,rock
guided by voices,7.89,rock
john vanderslice,7.89,rock
low,7.89,rock
papa m,7.89,rock
dinosaur jr.,7.88,rock
enon,7.88,rock
islands,7.88,rock
okkervil river,7.88,rock
antony and the johnsons,7.87,rock
idaho,7.87,rock
patti smith,7.87,rock
phill niblock,7.87,rock
the go! team,7.87,rock
battles,7.86,rock
titus andronicus,7.86,rock
american music club,7.85,rock
augie march,7.85,rock
bottomless pit,7.85,rock
destroyer,7.85,rock
elbow,7.85,rock
gonjasufi,7.85,rock
grant hart,7.85,rock
green day,7.85,rock
gruff rhys,7.85,rock
guillemots,7.85,rock
jens lekman,7.85,rock
jim guthrie,7.85,rock
jim james,7.85,rock
josephine foster,7.85,rock
judee sill,7.85,rock
macha,7.85,rock
make-up,7.85,rock
on fillmore,7.85,rock
orchestral manoeuvres in the dark,7.85,rock
paul mccartney,7.85,rock
reigning sound,7.85,rock
rocket from the tombs,7.85,rock
sic alps,7.85,rock
spider bags,7.85,rock
stars like fleas,7.85,rock
the lemonheads,7.85,rock
the world is a beautiful place & i am no longer afraid to die,7.85,rock
marianne faithfull,7.84,rock
sloan,7.84,rock
starflyer 59,7.84,rock
ted leo and the pharmacists,7.84,rock
barbara morgenstern,7.83,rock
bowerbirds,7.83,rock
frankie cosmos,7.83,rock
majical cloudz,7.83,rock
nick cave & the bad seeds,7.83,rock
ola podrida,7.83,rock
oxford collapse,7.83,rock
sigur rs,7.83,rock
silver jews,7.83,rock
the dirtbombs,7.83,rock
the dresden dolls,7.83,rock
the kills,7.83,rock
the rapture,7.83,rock
the soft boys,7.83,rock
camera obscura,7.82,rock
do make say think,7.82,rock
explosions in the sky,7.82,rock
the lucksmiths,7.82,rock
acid casuals,7.8,rock
adem,7.8,rock
alex cameron,7.8,rock
all night radio,7.8,rock
all tiny creatures,7.8,rock
apes,7.8,rock
beirut,7.8,rock
big dipper,7.8,rock
blanket music,7.8,rock
bully,7.8,rock
california x,7.8,rock
carol bui,7.8,rock
casiotone for the painfully alone,7.8,rock
cassie,7.8,rock
cat power,7.8,rock
cause co-motion!,7.8,rock
collections of colonies of bees,7.8,rock
crime,7.8,rock
cross record,7.8,rock
cub,7.8,rock
daikaiju,7.8,rock
dappled cities,7.8,rock
dengue fever,7.8,rock
deus,7.8,rock
devotchka,7.8,rock
dick diver,7.8,rock
drinks,7.8,rock
duran duran,7.8,rock
electric six,7.8,rock
eyeless in gaza,7.8,rock
failure,7.8,rock
fake boyfriend,7.8,rock
felix da housecat,7.8,rock
for against,7.8,rock
frank black & the catholics,7.8,rock
future of the left,7.8,rock
girlpool,7.8,rock
gogol bordello,7.8,rock
gorillaz,7.8,rock
gossip,7.8,rock
grand archives,7.8,rock
gregor samsa,7.8,rock
greys,7.8,rock
hello saferide,7.8,rock
holy other,7.8,rock
howe gelb,7.8,rock
hurray for the riff raff,7.8,rock
ian matthews,7.8,rock
jaala,7.8,rock
kate nash,7.8,rock
kiss me deadly,7.8,rock
konntinent,7.8,rock
kowloon walled city,7.8,rock
lady lazarus,7.8,rock
lake,7.8,rock
laura marling,7.8,rock
lift to experience,7.8,rock
lilacs & champagne,7.8,rock
los amigos invisibles,7.8,rock
lucy dacus,7.8,rock
luh,7.8,rock
lycia,7.8,rock
mac demarco,7.8,rock
magneta lane,7.8,rock
malcolm middleton,7.8,rock
man or astro-man?,7.8,rock
manic street preachers,7.8,rock
mansun,7.8,rock
maximum joy,7.8,rock
mazzy star,7.8,rock
mgmt,7.8,rock
mike watt,7.8,rock
monkey,7.8,rock
monster movie,7.8,rock
mott the hoople,7.8,rock
nicholas szczepanik,7.8,rock
notekillers,7.8,rock
ocelot,7.8,rock
pansy division,7.8,rock
paul duncan,7.8,rock
pc worship,7.8,rock
pelle carlberg,7.8,rock
phil cook,7.8,rock
phon,7.8,rock
polmo polpo,7.8,rock
poni hoax,7.8,rock
potty mouth,7.8,rock
pup,7.8,rock
richard hawley,7.8,rock
"roy montgomery, grouper",7.8,rock
samamidon,7.8,rock
shogun kunitoki,7.8,rock
shooting spires,7.8,rock
simon joyner,7.8,rock
sister suvi,7.8,rock
six parts seven,7.8,rock
stephen malkmus and the jicks,7.8,rock
steve burns,7.8,rock
suckers,7.8,rock
summer at shatter creek,7.8,rock
sun city girls,7.8,rock
taken by trees,7.8,rock
talkdemonic,7.8,rock
teen suicide,7.8,rock
teenage fanclub,7.8,rock
teenage jesus & the jerks,7.8,rock
the babies,7.8,rock
"the black heart procession, solbakken",7.8,rock
the brian jonestown massacre,7.8,rock
the charlatans uk,7.8,rock
the crayon fields,7.8,rock
the czars,7.8,rock
the dutchess and the duke,7.8,rock
the faint,7.8,rock
the field mice,7.8,rock
the final solution,7.8,rock
the gothic archies,7.8,rock
the gutter twins,7.8,rock
the in out,7.8,rock
the like young,7.8,rock
the long blondes,7.8,rock
the natural history,7.8,rock
the plastic constellations,7.8,rock
the shaky hands,7.8,rock
the sleepy jackson,7.8,rock
the smiths,7.8,rock
the strange,7.8,rock
the twilight sad,7.8,rock
the von bondies,7.8,rock
the zutons,7.8,rock
tim presley,7.8,rock
travis,7.8,rock
trouble with sweeney,7.8,rock
unnatural helpers,7.8,rock
vells,7.8,rock
voxtrot,7.8,rock
wussy,7.8,rock
zane trow,7.8,rock
cass mccombs,7.79,rock
smog,7.79,rock
black lips,7.78,rock
chelsea wolfe,7.78,rock
megafaun,7.78,rock
simian mobile disco,7.78,rock
speedy ortiz,7.78,rock
the decemberists,7.78,rock
thee oh sees,7.78,rock
twilight singers,7.78,rock
why?,7.78,rock
baby dee,7.77,rock
balmorhea,7.77,rock
best coast,7.77,rock
drive-by truckers,7.77,rock
foxygen,7.77,rock
handsome furs,7.77,rock
lali puna,7.77,rock
lightning bolt,7.77,rock
rufus wainwright,7.77,rock
shellac,7.77,rock
supergrass,7.77,rock
tape,7.77,rock
the besnard lakes,7.77,rock
the futureheads,7.77,rock
the libertines,7.77,rock
lambchop,7.76,rock
nina nastasia,7.76,rock
acid house kings,7.75,rock
autolux,7.75,rock
bellini,7.75,rock
black bananas,7.75,rock
boyracer,7.75,rock
british sea power,7.75,rock
duster,7.75,rock
entrance,7.75,rock
joyce manor,7.75,rock
junior senior,7.75,rock
mazarin,7.75,rock
natalie prass,7.75,rock
phoenix,7.75,rock
snowglobe,7.75,rock
swan lake,7.75,rock
sybris,7.75,rock
thao & the get down stay down,7.75,rock
thao with the get down stay down,7.75,rock
the album leaf,7.75,rock
the mynabirds,7.75,rock
tokyo police club,7.75,rock
white rabbits,7.75,rock
pinback,7.74,rock
allo darlin',7.73,rock
aloha,7.73,rock
coliseum,7.73,rock
freakwater,7.73,rock
frightened rabbit,7.73,rock
gorky's zygotic mynci,7.73,rock
julian lynch,7.73,rock
kevin morby,7.73,rock
no joy,7.73,rock
pas/cal,7.73,rock
the aislers set,7.73,rock
the jayhawks,7.73,rock
wilderness,7.73,rock
wooden wand,7.73,rock
death cab for cutie,7.72,rock
of montreal,7.72,rock
sir richard bishop,7.72,rock
the black swans,7.72,rock
the ponys,7.72,rock
the thermals,7.72,rock
viva voce,7.72,rock
bright eyes,7.71,rock
mount eerie,7.71,rock
shearwater,7.71,rock
13ghosts,7.7,rock
algiers,7.7,rock
aloe blacc,7.7,rock
andrew cedermark,7.7,rock
audionom,7.7,rock
aye nako,7.7,rock
babyshambles,7.7,rock
barry adamson,7.7,rock
big thief,7.7,rock
"bjrk, dirty projectors",7.7,rock
black to comm,7.7,rock
black-eyed snakes,7.7,rock
blitzen trapper,7.7,rock
buddy holly,7.7,rock
bunky,7.7,rock
chance,7.7,rock
choir of young believers,7.7,rock
cinema red and blue,7.7,rock
citay,7.7,rock
cloakroom,7.7,rock
controller.controller,7.7,rock
craft spells,7.7,rock
david byrne,7.7,rock
david kilgour,7.7,rock
davila 666,7.7,rock
despistado,7.7,rock
dirty on purpose,7.7,rock
doves,7.7,rock
dustin wong,7.7,rock
east river pipe,7.7,rock
flesh world,7.7,rock
four volts,7.7,rock
freedy johnston,7.7,rock
fridge,7.7,rock
gag,7.7,rock
gatekeeper,7.7,rock
george,7.7,rock
gillian welch,7.7,rock
githead,7.7,rock
gotye,7.7,rock
hlos,7.7,rock
idol fodder,7.7,rock
imaad wasif,7.7,rock
jackson scott,7.7,rock
jagwar ma,7.7,rock
jay farrar,7.7,rock
"josephine foster, the supposed",7.7,rock
kathleen edwards,7.7,rock
khonnor,7.7,rock
koen holtkamp,7.7,rock
"lawrence english, minamo",7.7,rock
lonelady,7.7,rock
margaret glaspy,7.7,rock
mark mulcahy,7.7,rock
mazes,7.7,rock
michael johnson,7.7,rock
money,7.7,rock
mount kimbie,7.7,rock
mystery jets,7.7,rock
mystic chords of memory,7.7,rock
neneh cherry,7.7,rock
new buffalo,7.7,rock
night beds,7.7,rock
pedro the lion,7.7,rock
quintron,7.7,rock
rose mcdowall,7.7,rock
sahara hotnights,7.7,rock
saturday looks good to me,7.7,rock
single frame,7.7,rock
slim twig,7.7,rock
so cow,7.7,rock
stephen malkmus,7.7,rock
surfer blood,7.7,rock
swearin,7.7,rock
tap tap,7.7,rock
the 1900s,7.7,rock
the busy signals,7.7,rock
the comas,7.7,rock
the concretes,7.7,rock
the coneheads,7.7,rock
the handsome family,7.7,rock
the jesus lizard,7.7,rock
the last shadow puppets,7.7,rock
the owls,7.7,rock
the pleased,7.7,rock
the swords project,7.7,rock
the units,7.7,rock
thunderbirds are now!,7.7,rock
trans megetti,7.7,rock
trouble everyday,7.7,rock
turin brakes,7.7,rock
uncut,7.7,rock
ungdomskulen,7.7,rock
via audio,7.7,rock
will johnson,7.7,rock
windy & carl,7.7,rock
wolf parade,7.7,rock
working for a nuclear free city,7.7,rock
wreckless eric,7.7,rock
young galaxy,7.7,rock
young people,7.7,rock
andrew bird,7.69,rock
the jon spencer blues explosion,7.69,rock
fog,7.68,rock
katy b,7.68,rock
matthew dear,7.68,rock
the soft moon,7.68,rock
vic chesnutt,7.68,rock
90 day men,7.67,rock
apollo sunshine,7.67,rock
eddy current suppression ring,7.67,rock
el perro del mar,7.67,rock
giant sand,7.67,rock
jnsi,7.67,rock
martha wainwright,7.67,rock
erase errata,7.66,rock
a band of bees,7.65,rock
amen dunes,7.65,rock
bell orchestre,7.65,rock
black mountain,7.65,rock
cerberus shoal,7.65,rock
cold beat,7.65,rock
com truise,7.65,rock
death from above 1979,7.65,rock
efterklang,7.65,rock
friendly fires,7.65,rock
goldfrapp,7.65,rock
health,7.65,rock
king krule,7.65,rock
lucinda williams,7.65,rock
page france,7.65,rock
pill,7.65,rock
radar bros.,7.65,rock
skert!,7.65,rock
sleaford mods,7.65,rock
steffen basho-junghans,7.65,rock
the beets,7.65,rock
the essex green,7.65,rock
the high llamas,7.65,rock
the jet age,7.65,rock
the pine hill haints,7.65,rock
the ruby suns,7.65,rock
under byen,7.65,rock
tara jane o'neil,7.64,rock
jack white,7.63,rock
jennifer o'connor,7.63,rock
lungfish,7.63,rock
oakley hall,7.63,rock
poster children,7.63,rock
snow patrol,7.63,rock
sons and daughters,7.63,rock
the boy least likely to,7.63,rock
sharon van etten,7.62,rock
tindersticks,7.62,rock
abstrackt keal agram,7.6,rock
actionslacks,7.6,rock
aidan moffat & the best-ofs,7.6,rock
alela diane,7.6,rock
alex turner,7.6,rock
all dogs,7.6,rock
alvvays,7.6,rock
angry angles,7.6,rock
breakfast in fur,7.6,rock
calla,7.6,rock
casiokids,7.6,rock
catfish haven,7.6,rock
cave,7.6,rock
chromeo,7.6,rock
circuit des yeux,7.6,rock
club 8,7.6,rock
craig wedren,7.6,rock
deaf wish,7.6,rock
"dean & britta, britta phillips",7.6,rock
desaparecidos,7.6,rock
devastations,7.6,rock
divine fits,7.6,rock
division of laura lee,7.6,rock
dm stith,7.6,rock
doom,7.6,rock
downtown boys,7.6,rock
dragoon,7.6,rock
dreamers of the ghetto,7.6,rock
dunes,7.6,rock
ecstatic vision,7.6,rock
edie sedgwick,7.6,rock
efrim manuel menuck,7.6,rock
eleventh dream day,7.6,rock
faith no more,7.6,rock
"faust, dlek",7.6,rock
foals,7.6,rock
fool's gold,7.6,rock
foxing,7.6,rock
frank black,7.6,rock
french kicks,7.6,rock
future islands,7.6,rock
games,7.6,rock
greater california,7.6,rock
head of femur,7.6,rock
hello echo,7.6,rock
ho-ag,7.6,rock
iamamiwhoami,7.6,rock
imitation electric piano,7.6,rock
iqu,7.6,rock
"james yorkston, the athletes",7.6,rock
jealousy,7.6,rock
john wilkes booze,7.6,rock
jonathan johansson,7.6,rock
joseph arthur,7.6,rock
julie doiron,7.6,rock
julie sokolow,7.6,rock
kepler,7.6,rock
kings of convenience,7.6,rock
kylie minogue,7.6,rock
lady lamb the beekeeper,7.6,rock
lanterna,7.6,rock
let's wrestle,7.6,rock
